# mode=rbf T=30.0 Ts=0.01 dt=0.002 K=3000 plant_ticks=15018 wall_ms=30050 plant_late_max_us=3548
# freq_hz=200000000 ctrl_cpu=0 plant_cpu=1 micropython=1.24.0
# exec_us avg=2922.9 max=2993 | tick_us(incl log/gc) avg=3505.9 max=8401 | Ts_us=10000
k,y,u,exec_us,tot_us
2778,-0.421011,-4.61868,2906,2962
2779,-0.415601,-4.34088,2916,2975
2780,-0.410025,-4.06806,2927,8111
2781,-0.404284,-3.80039,2937,2994
2782,-0.398381,-3.53800,2933,2988
2783,-0.392317,-3.28096,2975,3033
2784,-0.386094,-3.02933,2920,2980
2785,-0.379716,-2.78325,2929,2987
2786,-0.373183,-2.54240,2920,2978
2787,-0.366499,-2.30692,2922,2978
2788,-0.359666,-2.07675,2925,2988
2789,-0.352687,-1.85185,2908,2964
2790,-0.345564,-1.63215,2911,8094
2791,-0.338301,-1.41760,2938,2995
2792,-0.330900,-1.20814,2942,3001
2793,-0.323364,-1.00376,2978,3038
2794,-0.315696,-0.80458,2919,2975
2795,-0.307900,-0.61028,2923,2979
2796,-0.299978,-0.42103,2921,2981
2797,-0.291934,-0.23687,2921,2980
2798,-0.283771,-0.05777,2934,2990
2799,-0.275492,0.11625,2915,2972
2800,-0.267101,0.28524,2918,8099
2801,-0.258602,0.44924,2943,3001
2802,-0.249997,0.60820,2929,2985
2803,-0.241291,0.76255,2968,3025
2804,-0.232488,0.91229,2913,2968
2805,-0.223590,1.05761,2907,2968
2806,-0.214601,1.19881,2930,2987
2807,-0.205526,1.33623,2898,2952
2808,-0.196368,1.47029,2915,2975
2809,-0.187131,1.60146,2914,2969
2810,-0.177819,1.73015,2906,8089
2811,-0.168437,1.85727,2943,3001
2812,-0.158988,1.98328,2933,2992
2813,-0.149476,2.10886,2968,3028
2814,-0.139906,2.23468,2911,2968
2815,-0.130281,2.36142,2918,2979
2816,-0.120606,2.48974,2908,2965
2817,-0.110886,2.62020,2909,2968
2818,-0.101124,2.75332,2902,2960
2819,-0.091325,2.88937,2895,2956
2820,-0.081494,3.02892,2892,8074
2821,-0.071633,3.17200,2930,2989
2822,-0.061748,3.31866,2917,2970
2823,-0.051843,3.46886,2966,3027
2824,-0.041921,3.62248,2926,2987
2825,-0.031987,3.77933,2930,2983
2826,-0.022045,3.93914,2917,2977
2827,-0.012098,4.10156,2911,2969
2828,-0.002151,4.26650,2905,2960
2829,0.007793,4.43357,2909,2968
2830,0.017731,4.60247,2907,8088
2831,0.027658,4.77297,2942,3003
2832,0.037571,4.94487,2934,2993
2833,0.047466,5.11798,2984,3040
2834,0.057341,5.29217,2890,2948
2835,0.067191,5.46726,2900,2959
2836,0.077012,5.64336,2911,2968
2837,0.086803,5.82035,2908,2968
2838,0.096558,5.99823,2905,2965
2839,0.106274,6.17709,2916,2974
2840,0.115949,6.35702,2920,8097
2841,0.125577,6.53818,2908,2966
2842,0.135156,6.72079,2909,2970
2843,0.144681,6.90511,2981,3038
2844,0.154150,7.09139,2911,2968
2845,0.163557,7.28011,2909,2965
2846,0.172898,7.47158,2910,2969
2847,0.182171,7.66622,2922,2983
2848,0.191370,7.86444,2914,2974
2849,0.200492,8.06663,2910,2965
2850,0.209532,8.27314,2909,8088
2851,0.218486,8.48419,2936,2997
2852,0.227350,8.69989,2928,2987
2853,0.236119,8.92026,2968,3025
2854,0.244790,9.14503,2930,2990
2855,0.253359,9.37377,2919,2978
2856,0.261820,9.60585,2910,2967
2857,0.270171,9.84047,2897,2955
2858,0.278408,10.07667,2922,2983
2859,0.286527,10.31346,2905,2967
2860,0.294524,10.54970,2913,8089
2861,0.302396,10.78437,2934,2993
2862,0.310141,11.01638,2940,3001
2863,0.317754,11.24479,2964,3023
2864,0.325234,11.46869,2922,2980
2865,0.332577,11.68731,2929,2983
2866,0.339781,11.89997,2913,2970
2867,0.346844,12.10606,2907,2968
2868,0.353763,12.30513,2913,2975
2869,0.360536,12.49670,2922,2982
2870,0.367162,12.68042,2917,8092
2871,0.373638,12.85593,2944,3005
2872,0.379962,13.02295,2939,2995
2873,0.386134,13.18117,2960,3018
2874,0.392150,13.33032,2899,2959
2875,0.398011,13.47007,2902,2958
2876,0.403713,13.60009,2919,2980
2877,0.409256,13.72011,2911,2968
2878,0.414638,13.82969,2933,2990
2879,0.419857,13.92847,2900,2957
2880,0.424913,14.01610,2917,8091
2881,0.429804,14.09220,2929,2988
2882,0.434528,14.15642,2909,2967
2883,0.439085,14.20839,2969,3026
2884,0.443472,14.24786,2913,2972
2885,0.447689,14.27460,2909,2970
2886,0.451734,14.28829,2918,2974
2887,0.455606,14.28888,2924,2981
2888,0.459303,14.27630,2924,2982
2889,0.462825,14.25055,2911,2970
2890,0.466168,14.21172,2925,8097
2891,0.469332,14.15998,2912,2968
2892,0.472316,14.09554,2926,2983
2893,0.475117,14.01875,2967,3024
2894,0.477734,13.93006,2915,2974
2895,0.480165,13.82979,2925,2984
2896,0.482409,13.71858,2905,2963
2897,0.484464,13.59705,2912,2972
2898,0.486329,13.46590,2918,2972
2899,0.488000,13.32590,2894,2956
2900,0.489477,13.17784,2922,8094
2901,0.490758,13.02259,2946,3004
2902,0.491842,12.86109,2931,2988
2903,0.492726,12.69396,2961,3024
2904,0.493410,12.52208,2912,2971
2905,0.493892,12.34607,2925,2982
2906,0.494172,12.16639,2929,2991
2907,0.494247,11.98327,2902,2962
2908,0.494118,11.79661,2907,2968
2909,0.493783,11.60608,2914,2971
2910,0.493244,11.41104,2918,8087
2911,0.492499,11.21024,2924,2985
2912,0.491550,11.00257,2936,2993
2913,0.490396,10.78666,2963,3018
2914,0.489039,10.56118,2909,2970
2915,0.487480,10.32504,2897,2955
2916,0.485720,10.07748,2915,2972
2917,0.483761,9.81825,2918,2975
2918,0.481604,9.54779,2917,2974
2919,0.479251,9.26671,2918,2977
2920,0.476705,8.97648,2902,8073
2921,0.473967,8.67875,2945,2999
2922,0.471038,8.37532,2931,2987
2923,0.467922,8.06800,2970,3028
2924,0.464619,7.75843,2912,2967
2925,0.461131,7.44804,2925,2985
2926,0.457460,7.13801,2932,2989
2927,0.453608,6.82944,2907,2964
2928,0.449576,6.52275,2922,2982
2929,0.445366,6.21869,2915,2974
2930,0.440980,5.91771,2912,8083
2931,0.436418,5.62021,2944,3007
2932,0.431683,5.32651,2943,2999
2933,0.426775,5.03692,2955,3013
2934,0.421697,4.75169,2929,2989
2935,0.416450,4.47123,2921,2982
2936,0.411036,4.19547,2911,2971
2937,0.405457,3.92478,2896,2959
2938,0.399714,3.65936,2918,2977
2939,0.393809,3.39935,2906,2962
2940,0.387745,3.14485,2925,8091
2941,0.381522,2.89595,2932,2989
2942,0.375144,2.65268,2928,2986
2943,0.368613,2.41516,2951,3011
2944,0.361930,2.18307,2925,2983
2945,0.355099,1.95652,2921,2978
2946,0.348122,1.73545,2917,2974
2947,0.341001,1.51980,2919,2976
2948,0.333740,1.30950,2915,2971
2949,0.326340,1.10447,2916,2977
2950,0.318806,0.90467,2911,8081
2951,0.311140,0.71002,2923,2982
2952,0.303345,0.52066,2932,2992
2953,0.295424,0.33620,2977,3035
2954,0.287380,0.15680,2930,2987
2955,0.279218,-0.01759,2916,2972
2956,0.270940,-0.18703,2929,2989
2957,0.262549,-0.35161,2932,2993
2958,0.254050,-0.51146,2924,2981
2959,0.245446,-0.66672,2924,2982
2960,0.236740,-0.81748,2927,8094
2961,0.227936,-0.96430,2940,2999
2962,0.219039,-1.10731,2940,2998
2963,0.210051,-1.24689,2978,3036
2964,0.200977,-1.38346,2919,2976
2965,0.191821,-1.51751,2913,2967
2966,0.182586,-1.64957,2914,2976
2967,0.173278,-1.78020,2926,2985
2968,0.163899,-1.90986,2922,2973
2969,0.154454,-2.03945,2908,2967
2970,0.144948,-2.16938,2898,8062
2971,0.135384,-2.30023,2954,3015
2972,0.125766,-2.43250,2915,2971
2973,0.116099,-2.56666,2966,3026
2974,0.106388,-2.70308,2910,2967
2975,0.096635,-2.84210,2903,2961
2976,0.086846,-2.98391,2922,2982
2977,0.077025,-3.12855,2892,2947
2978,0.067175,-3.27632,2909,2968
2979,0.057301,-3.42705,2900,2958
2980,0.047406,-3.58060,2915,8077
2981,0.037495,-3.73684,2950,3006
2982,0.027571,-3.89554,2941,2999
2983,0.017639,-4.05647,2992,3050
2984,0.007702,-4.21935,2919,2980
2985,-0.002237,-4.38382,2924,2980
2986,-0.012174,-4.54986,2929,2992
2987,-0.022105,-4.71712,2915,2971
2988,-0.032027,-4.88542,2920,2981
2989,-0.041935,-5.05460,2912,2970
2990,-0.051828,-5.22457,2926,8088
2991,-0.061700,-5.39529,2917,2977
2992,-0.071550,-5.56675,2911,2969
2993,-0.081372,-5.73896,2972,3029
2994,-0.091163,-5.91218,2910,2973
2995,-0.100921,-6.08648,2900,2955
2996,-0.110640,-6.26205,2919,2975
2997,-0.120318,-6.43915,2917,2973
2998,-0.129951,-6.61807,2919,2975
2999,-0.139533,-6.79916,2907,2964
# done
