# mode=rbf T=30.0 Ts=0.01 dt=0.002 K=3000 plant_ticks=15018 wall_ms=30050 plant_late_max_us=3548
# freq_hz=200000000 ctrl_cpu=0 plant_cpu=1 micropython=1.24.0
# exec_us avg=2922.9 max=2993 | tick_us(incl log/gc) avg=3505.9 max=8401 | Ts_us=10000
k,y,u,exec_us,tot_us
1402,0.102673,-2.87397,2924,2985
1403,0.092657,-3.02192,2983,3036
1404,0.082603,-3.17578,2915,2972
1405,0.072516,-3.33535,2922,2979
1406,0.062400,-3.50038,2912,2970
1407,0.052259,-3.67016,2909,2968
1408,0.042098,-3.84395,2915,2972
1409,0.031920,-4.02094,2901,2960
1410,0.021728,-4.20027,2912,8243
1411,0.011528,-4.38131,2950,3013
1412,0.001321,-4.56336,2921,2980
1413,-0.008888,-4.74594,2971,3027
1414,-0.019096,-4.92866,2909,2963
1415,-0.029301,-5.11143,2927,2984
1416,-0.039498,-5.29412,2912,2970
1417,-0.049684,-5.47681,2913,2969
1418,-0.059857,-5.65956,2926,2987
1419,-0.070013,-5.84269,2915,2974
1420,-0.080149,-6.02645,2921,8250
1421,-0.090262,-6.21114,2933,2989
1422,-0.100348,-6.39707,2930,2987
1423,-0.110404,-6.58475,2961,3020
1424,-0.120426,-6.77452,2905,2964
1425,-0.130411,-6.96686,2905,2966
1426,-0.140355,-7.16226,2902,2958
1427,-0.150254,-7.36134,2907,2966
1428,-0.160104,-7.56465,2915,2973
1429,-0.169900,-7.77283,2914,2970
1430,-0.179640,-7.98647,2917,8249
1431,-0.189319,-8.20626,2958,3020
1432,-0.198931,-8.43276,2923,2981
1433,-0.208474,-8.66638,2969,3025
1434,-0.217942,-8.90741,2916,2972
1435,-0.227331,-9.15588,2939,2996
1436,-0.236637,-9.41158,2920,2977
1437,-0.245855,-9.67390,2922,2983
1438,-0.254982,-9.94195,2934,2991
1439,-0.264012,-10.21454,2921,2981
1440,-0.272943,-10.49027,2925,8253
1441,-0.281770,-10.76755,2948,3005
1442,-0.290489,-11.04482,2931,2988
1443,-0.299097,-11.32049,2976,3038
1444,-0.307591,-11.59314,2921,2984
1445,-0.315967,-11.86156,2910,2965
1446,-0.324223,-12.12470,2925,2981
1447,-0.332354,-12.38173,2922,2981
1448,-0.340359,-12.63208,2927,2983
1449,-0.348235,-12.87527,2928,2986
1450,-0.355978,-13.11101,2924,8247
1451,-0.363587,-13.33906,2940,2995
1452,-0.371058,-13.55928,2946,3008
1453,-0.378389,-13.77148,2986,3043
1454,-0.385577,-13.97555,2919,2983
1455,-0.392620,-14.17131,2912,2966
1456,-0.399514,-14.35852,2943,3000
1457,-0.406259,-14.53698,2913,2970
1458,-0.412849,-14.70640,2918,2981
1459,-0.419284,-14.86642,2905,2959
1460,-0.425561,-15.01667,2917,8246
1461,-0.431676,-15.15672,2934,2994
1462,-0.437627,-15.28611,2925,2982
1463,-0.443411,-15.40431,2987,3045
1464,-0.449026,-15.51081,2933,2990
1465,-0.454469,-15.60499,2923,2982
1466,-0.459737,-15.68628,2902,2960
1467,-0.464828,-15.75408,2921,2984
1468,-0.469739,-15.80778,2924,2980
1469,-0.474466,-15.84679,2917,2969
1470,-0.479009,-15.87055,2907,8228
1471,-0.483362,-15.87859,2922,2981
1472,-0.487525,-15.87050,2919,2980
1473,-0.491495,-15.84591,2962,3017
1474,-0.495268,-15.80464,2909,2967
1475,-0.498842,-15.74665,2910,2972
1476,-0.502214,-15.67213,2911,2965
1477,-0.505382,-15.58146,2919,2977
1478,-0.508343,-15.47534,2918,2974
1479,-0.511094,-15.35486,2895,2953
1480,-0.513632,-15.22157,2913,8239
1481,-0.515954,-15.07735,2936,2991
1482,-0.518059,-14.92473,2922,2981
1483,-0.519943,-14.76678,2945,3002
1484,-0.521603,-14.60699,2905,2964
1485,-0.523038,-14.44915,2915,2977
1486,-0.524244,-14.29714,2920,2976
1487,-0.525221,-14.15453,2907,2963
1488,-0.525966,-14.02411,2906,2969
1489,-0.526479,-13.90742,2901,2956
1490,-0.526758,-13.80398,2905,8229
1491,-0.526805,-13.71111,2933,2990
1492,-0.526620,-13.62337,2928,2985
1493,-0.526204,-13.53223,2956,3013
1494,-0.525561,-13.42612,2929,2988
1495,-0.524693,-13.29146,2919,2975
1496,-0.523605,-13.11415,2925,2984
1497,-0.522302,-12.88284,2927,2983
1498,-0.520788,-12.59216,2907,2964
1499,-0.519069,-12.24586,2895,2952
1500,-0.517150,-11.85657,2909,8232
1501,-0.515036,-11.44252,2921,2980
1502,-0.512731,-11.02183,2925,2987
1503,-0.510238,-10.60851,2956,3015
1504,-0.507561,-10.21037,2910,2968
1505,-0.504701,-9.82976,2905,2964
1506,-0.501661,-9.46527,2908,2966
1507,-0.498441,-9.11408,2912,2969
1508,-0.495043,-8.77295,2925,2982
1509,-0.491468,-8.43912,2914,2973
1510,-0.487716,-8.11023,2919,8238
1511,-0.483789,-7.78487,2932,2988
1512,-0.479687,-7.46208,2922,2977
1513,-0.475411,-7.14144,2959,3014
1514,-0.470963,-6.82292,2929,2988
1515,-0.466342,-6.50645,2904,2960
1516,-0.461550,-6.19246,2917,2977
1517,-0.456588,-5.88134,2917,2975
1518,-0.451458,-5.57360,2916,2975
1519,-0.446159,-5.26951,2919,2976
1520,-0.440695,-4.96961,2912,8231
1521,-0.435065,-4.67423,2949,3006
1522,-0.429272,-4.38379,2926,2985
1523,-0.423317,-4.09837,2952,3013
1524,-0.417201,-3.81825,2912,2966
1525,-0.410927,-3.54354,2928,2988
1526,-0.404496,-3.27441,2910,2970
1527,-0.397910,-3.01069,2903,2960
1528,-0.391171,-2.75248,2925,2979
1529,-0.384282,-2.49973,2922,2978
1530,-0.377244,-2.25248,2927,8244
1531,-0.370059,-2.01053,2928,2985
1532,-0.362731,-1.77393,2924,2982
1533,-0.355262,-1.54269,2971,3029
1534,-0.347653,-1.31691,2906,2966
1535,-0.339909,-1.09645,2920,2979
1536,-0.332032,-0.88147,2927,2981
1537,-0.324023,-0.67208,2907,2959
1538,-0.315887,-0.46836,2910,2969
1539,-0.307627,-0.27050,2917,2974
1540,-0.299244,-0.07843,2926,8245
1541,-0.290743,0.10765,2936,2993
1542,-0.282127,0.28764,2928,2984
1543,-0.273397,0.46142,2958,3018
1544,-0.264559,0.62913,2932,2994
1545,-0.255615,0.79069,2914,2972
1546,-0.246568,0.94618,2931,2992
1547,-0.237422,1.09568,2904,2963
1548,-0.228181,1.23956,2909,2971
1549,-0.218847,1.37807,2910,2968
1550,-0.209425,1.51162,2909,8226
1551,-0.199919,1.64072,2928,2990
1552,-0.190333,1.76621,2920,2976
1553,-0.180669,1.88885,2971,3030
1554,-0.170933,2.00958,2910,2968
1555,-0.161129,2.12943,2922,2979
1556,-0.151261,2.24970,2901,2959
1557,-0.141333,2.37153,2888,2949
1558,-0.131350,2.49607,2911,2972
1559,-0.121316,2.62436,2901,2959
1560,-0.111236,2.75743,2914,8230
1561,-0.101114,2.89587,2934,2991
1562,-0.090955,3.04009,2916,2970
1563,-0.080763,3.19018,2953,3007
1564,-0.070543,3.34590,2909,2969
1565,-0.060299,3.50695,2896,2955
1566,-0.050036,3.67269,2910,2964
1567,-0.039757,3.84242,2899,2957
1568,-0.029467,4.01537,2922,2982
1569,-0.019169,4.19099,2914,2967
1570,-0.008868,4.36862,2915,8233
1571,0.001434,4.54774,2914,2969
1572,0.011732,4.72795,2928,2992
1573,0.022022,4.90905,2949,3006
1574,0.032302,5.09080,2906,2967
1575,0.042568,5.27312,2924,2980
1576,0.052817,5.45591,2918,2975
1577,0.063044,5.63934,2899,2961
1578,0.073248,5.82341,2920,2979
1579,0.083424,6.00826,2914,2973
1580,0.093569,6.19405,2906,8218
1581,0.103680,6.38109,2940,2996
1582,0.113752,6.56961,2889,2946
1583,0.123783,6.75995,2951,3009
1584,0.133769,6.95247,2907,2963
1585,0.143705,7.14769,2913,2972
1586,0.153588,7.34608,2926,2981
1587,0.163414,7.54820,2914,2972
1588,0.173179,7.75467,2914,2973
1589,0.182879,7.96608,2922,2980
1590,0.192508,8.18309,2909,8223
1591,0.202064,8.40622,2944,3004
1592,0.211542,8.63583,2932,2988
1593,0.220937,8.87214,2954,3008
1594,0.230245,9.11520,2914,2972
1595,0.239462,9.36463,2913,2975
1596,0.248583,9.61983,2926,2985
1597,0.257604,9.87984,2921,2982
1598,0.266521,10.14352,2916,2974
1599,0.275330,10.40946,2922,2979
1600,0.284028,10.67619,2914,8227
1601,0.292610,10.94220,2941,2999
1602,0.301074,11.20605,2924,2980
1603,0.309415,11.46642,2970,3030
1604,0.317631,11.72220,2927,2985
1605,0.325718,11.97244,2918,2975
1606,0.333674,12.21638,2917,2973
1607,0.341496,12.45343,2906,2962
1608,0.349181,12.68313,2911,2967
1609,0.356726,12.90518,2915,2971
1610,0.364129,13.11933,2906,8217
1611,0.371387,13.32538,2940,2995
1612,0.378498,13.52316,2922,2983
1613,0.385460,13.71251,2988,3046
1614,0.392269,13.89326,2925,2980
1615,0.398923,14.06519,2921,2978
1616,0.405420,14.22804,2902,2958
1617,0.411758,14.38154,2914,2973
1618,0.417934,14.52532,2924,2987
1619,0.423945,14.65903,2909,2968
1620,0.429790,14.78225,2923,8235
1621,0.435465,14.89442,2943,3004
1622,0.440969,14.99507,2916,2974
1623,0.446299,15.08366,2980,3039
1624,0.451452,15.15962,2927,2988
1625,0.456427,15.22239,2897,2954
1626,0.461221,15.27141,2925,2981
1627,0.465832,15.30614,2898,2958
1628,0.470257,15.32614,2915,2972
1629,0.474494,15.33087,2901,2958
1630,0.478541,15.32001,2917,8226
1631,0.482395,15.29330,2936,2997
1632,0.486055,15.25057,2923,2980
1633,0.489517,15.19184,2974,3032
1634,0.492780,15.11724,2914,2974
1635,0.495841,15.02713,2894,2954
1636,0.498698,14.92216,2906,2961
1637,0.501348,14.80304,2907,2966
1638,0.503789,14.67097,2916,2972
1639,0.506018,14.52746,2925,2983
1640,0.508034,14.37435,2919,8223
1641,0.509833,14.21393,2933,2994
1642,0.511414,14.04881,2917,2978
1643,0.512775,13.88190,2948,3008
1644,0.513912,13.71630,2908,2969
1645,0.514825,13.55515,2906,2965
1646,0.515513,13.40095,2910,2968
1647,0.515972,13.25574,2908,2968
1648,0.516204,13.12040,2913,2969
1649,0.516207,12.99426,2901,2958
1650,0.515982,12.87473,2910,8215
1651,0.515530,12.75708,2926,2987
1652,0.514853,12.63430,2926,2985
1653,0.513952,12.49755,2977,3029
1654,0.512831,12.33644,2922,2984
1655,0.511494,12.14112,2907,2964
1656,0.509944,11.90391,2917,2979
1657,0.508186,11.62161,2907,2966
1658,0.506226,11.29686,2908,2967
1659,0.504066,10.93805,2914,2970
1660,0.501712,10.55718,2931,8239
1661,0.499168,10.16700,2925,2987
1662,0.496437,9.77773,2931,2987
1663,0.493521,9.39638,2968,3024
1664,0.490424,9.02626,2924,2983
1665,0.487147,8.66794,2912,2971
1666,0.483691,8.32040,2918,2976
1667,0.480058,7.98193,2917,2975
1668,0.476250,7.65077,2927,2988
1669,0.472267,7.32539,2918,2974
1670,0.468110,7.00478,2919,8225
1671,0.463780,6.68788,2936,2994
1672,0.459279,6.37442,2931,2989
1673,0.454606,6.06427,2960,3015
1674,0.449764,5.75746,2906,2972
1675,0.444753,5.45416,2915,2972
1676,0.439575,5.15467,2911,2966
1677,0.434229,4.85928,2931,2987
1678,0.428719,4.56848,2919,2975
1679,0.423045,4.28227,2931,2993
1680,0.417208,4.00109,2937,8239
1681,0.411211,3.72521,2948,3008
1682,0.405054,3.45480,2935,2993
1683,0.398739,3.18999,2977,3039
1684,0.392269,2.93087,2926,2984
1685,0.385644,2.67746,2919,2978
1686,0.378868,2.42991,2927,2988
1687,0.371942,2.18788,2921,2979
1688,0.364868,1.95149,2921,2978
1689,0.357649,1.72074,2944,3004
1690,0.350287,1.49558,2924,8227
1691,0.342785,1.27599,2946,3005
1692,0.335146,1.06201,2939,2992
1693,0.327371,0.85363,2964,3024
1694,0.319464,0.65092,2913,2971
1695,0.311428,0.45409,2903,2962
1696,0.303266,0.26288,2917,2977
1697,0.294980,0.07755,2929,2990
1698,0.286575,-0.10183,2932,2986
1699,0.278052,-0.27525,2907,2966
1700,0.269416,-0.44270,2916,8220
1701,0.260671,-0.60422,2941,3001
1702,0.251818,-0.75994,2932,2991
1703,0.242862,-0.90991,2968,3024
1704,0.233807,-1.05469,2925,2983
1705,0.224656,-1.19450,2924,2986
1706,0.215413,-1.32980,2927,2989
1707,0.206082,-1.46116,2911,2968
1708,0.196667,-1.58931,2926,2981
1709,0.187173,-1.71505,2928,2986
1710,0.177602,-1.83930,2934,8233
1711,0.167960,-1.96294,2963,3023
1712,0.158251,-2.08729,2928,2985
1713,0.148479,-2.21323,2964,3019
1714,0.138649,-2.34177,2919,2979
1715,0.128764,-2.47377,2908,2970
1716,0.118831,-2.60998,2926,2986
1717,0.108853,-2.75096,2922,2981
1718,0.098834,-2.89700,2909,2968
1719,0.088780,-3.04818,2912,2968
1720,0.078693,-3.20425,2920,8222
1721,0.068580,-3.36511,2934,2997
1722,0.058443,-3.53015,2929,2988
1723,0.048287,-3.69873,2979,3038
1724,0.038116,-3.87022,2912,2972
1725,0.027933,-4.04400,2927,2984
1726,0.017742,-4.21946,2922,2984
1727,0.007547,-4.39610,2912,2969
1728,-0.002648,-4.57340,2904,2965
1729,-0.012841,-4.75128,2924,2984
1730,-0.023028,-4.92941,2922,8216
1731,-0.033206,-5.10769,2934,2995
1732,-0.043371,-5.28613,2916,2974
1733,-0.053521,-5.46482,2964,3022
1734,-0.063652,-5.64391,2930,2987
1735,-0.073760,-5.82364,2903,2964
1736,-0.083843,-6.00422,2915,2975
1737,-0.093897,-6.18619,2914,2974
1738,-0.103919,-6.36982,2917,2974
1739,-0.113905,-6.55555,2905,2963
1740,-0.123851,-6.74387,2920,8217
1741,-0.133755,-6.93533,2950,3006
1742,-0.143611,-7.13048,2933,2992
1743,-0.153417,-7.32995,2972,3029
1744,-0.163167,-7.53436,2916,2974
1745,-0.172859,-7.74426,2922,2978
1746,-0.182488,-7.96035,2946,3006
1747,-0.192049,-8.18303,2928,2985
1748,-0.201539,-8.41266,2935,2997
1749,-0.210953,-8.64934,2936,2996
1750,-0.220287,-8.89306,2920,8217
1751,-0.229537,-9.14345,2949,3008
1752,-0.238699,-9.39989,2923,2980
1753,-0.247769,-9.66147,2967,3025
1754,-0.256743,-9.92713,2918,2978
1755,-0.265616,-10.19553,2927,2990
1756,-0.274386,-10.46530,2917,2974
1757,-0.283049,-10.73502,2926,2982
1758,-0.291601,-11.00334,2918,2971
1759,-0.300040,-11.26908,2936,2995
1760,-0.308362,-11.53113,2925,8216
1761,-0.316564,-11.78866,2928,2983
1762,-0.324644,-12.04094,2935,2995
1763,-0.332599,-12.28746,2966,3024
1764,-0.340426,-12.52783,2920,2979
1765,-0.348122,-12.76178,2922,2981
1766,-0.355686,-12.98908,2923,2978
1767,-0.363115,-13.20964,2903,2961
1768,-0.370405,-13.42327,2929,2989
1769,-0.377556,-13.62987,2915,2974
1770,-0.384565,-13.82930,2919,8209
1771,-0.391428,-14.02135,2939,2998
1772,-0.398145,-14.20577,2923,2982
1773,-0.404712,-14.38235,2977,3033
1774,-0.411127,-14.55072,2924,2981
1775,-0.417388,-14.71050,2899,2954
1776,-0.423493,-14.86127,2916,2975
1777,-0.429439,-15.00251,2929,2988
1778,-0.435224,-15.13377,2908,2968
1779,-0.440846,-15.25429,2917,2975
1780,-0.446303,-15.36354,2922,8215
1781,-0.451592,-15.46079,2950,3006
1782,-0.456711,-15.54536,2937,2995
1783,-0.461659,-15.61653,2972,3030
1784,-0.466432,-15.67358,2915,2973
1785,-0.471029,-15.71586,2914,2972
1786,-0.475448,-15.74270,2935,2992
1787,-0.479686,-15.75340,2927,2985
1788,-0.483742,-15.74749,2931,2986
1789,-0.487613,-15.72447,2910,2970
1790,-0.491296,-15.68403,2925,8211
1791,-0.494791,-15.62586,2931,2983
1792,-0.498094,-15.54984,2919,2978
1793,-0.501202,-15.45601,2977,3034
1794,-0.504115,-15.34456,2922,2979
1795,-0.506828,-15.21600,2905,2962
1796,-0.509339,-15.07083,2923,2978
1797,-0.511646,-14.91008,2907,2962
1798,-0.513746,-14.73518,2909,2968
1799,-0.515636,-14.54801,2891,2947
1800,-0.517313,-14.35101,2907,8201
1801,-0.518773,-14.14729,2937,2995
1802,-0.520015,-13.94064,2914,2971
1803,-0.521035,-13.73552,2959,3022
1804,-0.521831,-13.53646,2906,2966
1805,-0.522399,-13.34838,2909,2967
1806,-0.522738,-13.17560,2922,2983
1807,-0.522845,-13.02138,2906,2965
1808,-0.522718,-12.88711,2900,2960
1809,-0.522358,-12.77181,2911,2967
1810,-0.521764,-12.67149,2905,8191
1811,-0.520936,-12.57894,2950,3014
1812,-0.519877,-12.48324,2913,2971
1813,-0.518590,-12.37068,2971,3027
1814,-0.517076,-12.22544,2916,2971
1815,-0.515342,-12.03193,2896,2958
1816,-0.513392,-11.77826,2914,2967
1817,-0.511232,-11.46039,2915,2972
1818,-0.508868,-11.08468,2907,2962
1819,-0.506304,-10.66721,2916,2976
1820,-0.503546,-10.22905,2919,8210
1821,-0.500598,-9.78962,2933,2992
1822,-0.497464,-9.36288,2914,2969
1823,-0.494147,-8.95558,2952,3010
1824,-0.490648,-8.56879,2914,2977
1825,-0.486971,-8.20033,2916,2970
1826,-0.483116,-7.84678,2922,2979
1827,-0.479084,-7.50473,2911,2973
1828,-0.474877,-7.17159,2917,2976
1829,-0.470495,-6.84498,2903,2961
1830,-0.465939,-6.52380,2907,8193
1831,-0.461211,-6.20729,2956,3016
1832,-0.456312,-5.89510,2937,2993
1833,-0.451242,-5.58716,2975,3034
1834,-0.446002,-5.28356,2918,2976
1835,-0.440594,-4.98453,2913,2973
1836,-0.435019,-4.69044,2917,2973
1837,-0.429279,-4.40123,2928,2983
1838,-0.423374,-4.11730,2931,2991
1839,-0.417307,-3.83884,2909,2966
1840,-0.411080,-3.56596,2913,8198
1841,-0.404693,-3.29876,2939,3003
1842,-0.398149,-3.03724,2924,2983
1843,-0.391451,-2.78139,2962,3024
1844,-0.384599,-2.53118,2911,2967
1845,-0.377597,-2.28668,2903,2963
1846,-0.370447,-2.04752,2916,2973
1847,-0.363152,-1.81382,2913,2969
1848,-0.355713,-1.58558,2927,2983
1849,-0.348134,-1.36277,2916,2974
1850,-0.340418,-1.14542,2903,8186
1851,-0.332566,-0.93357,2934,2992
1852,-0.324584,-0.72727,2945,3001
1853,-0.316472,-0.52675,2982,3039
1854,-0.308235,-0.33176,2917,2980
1855,-0.299876,-0.14257,2910,2974
1856,-0.291397,0.04073,2918,2978
1857,-0.282803,0.21809,2910,2969
1858,-0.274096,0.38948,2905,2961
1859,-0.265280,0.55493,2905,2968
1860,-0.256359,0.71450,2928,8213
1861,-0.247336,0.86817,2922,2981
1862,-0.238214,1.01645,2920,2979
1863,-0.228998,1.15944,2972,3031
1864,-0.219691,1.29749,2908,2967
1865,-0.210297,1.43109,2903,2963
1866,-0.200820,1.56083,2920,2979
1867,-0.191264,1.68742,2907,2966
1868,-0.181634,1.81167,2917,2974
1869,-0.171933,1.93449,2911,2968
1870,-0.162165,2.05675,2904,8185
1871,-0.152336,2.17976,2923,2984
1872,-0.142449,2.30438,2915,2972
1873,-0.132508,2.43157,2969,3029
1874,-0.122520,2.56216,2917,2978
1875,-0.112487,2.69684,2902,2964
1876,-0.102414,2.83609,2919,2978
1877,-0.092307,2.98016,2892,2952
1878,-0.082168,3.12896,2900,2958
1879,-0.072004,3.28259,2907,2966
1880,-0.061817,3.44058,2903,8184
1881,-0.051613,3.60247,2932,2988
1882,-0.041394,3.76777,2921,2977
1883,-0.031166,3.93598,2949,3003
1884,-0.020932,4.10661,2912,2968
1885,-0.010697,4.27921,2909,2964
1886,-0.000462,4.45334,2909,2967
1887,0.009767,4.62890,2901,2959
1888,0.019987,4.80555,2914,2976
1889,0.030196,4.98311,2911,2965
1890,0.040388,5.16149,2907,8187
1891,0.050562,5.34066,2941,3000
1892,0.060713,5.52063,2912,2971
1893,0.070838,5.70145,2962,3023
1894,0.080934,5.88318,2909,2965
1895,0.090997,6.06616,2904,2966
1896,0.101025,6.25049,2912,2971
1897,0.111012,6.43644,2918,2973
1898,0.120956,6.62434,2915,2976
1899,0.130854,6.81459,2906,2963
1900,0.140701,7.00761,2906,8188
1901,0.150493,7.20389,2934,2993
1902,0.160226,7.40397,2928,2985
1903,0.169898,7.60833,2970,3028
1904,0.179503,7.81765,2914,2966
1905,0.189037,8.03235,2925,2982
1906,0.198496,8.25283,2918,2975
1907,0.207876,8.47937,2914,2970
1908,0.217174,8.71207,2917,2973
1909,0.226384,8.95081,2914,2973
1910,0.235502,9.19519,2917,8195
1911,0.244525,9.44457,2939,2997
1912,0.253449,9.69813,2936,2995
1913,0.262269,9.95475,2969,3029
1914,0.270982,10.21322,2922,2983
1915,0.279584,10.47225,2908,2964
1916,0.288072,10.73055,2923,2982
1917,0.296443,10.98690,2918,2977
1918,0.304692,11.24019,2924,2981
1919,0.312818,11.48944,2923,2984
1920,0.320818,11.73388,2921,8196
1921,0.328687,11.97280,2939,2999
1922,0.336425,12.20570,2932,2992
1923,0.344028,12.43219,2973,3032
1924,0.351494,12.65192,2915,2976
1925,0.358820,12.86468,2923,2978
1926,0.366003,13.07027,2919,2980
1927,0.373043,13.26849,2911,2969
1928,0.379935,13.45918,2914,2976
1929,0.386679,13.64211,2921,2982
1930,0.393271,13.81702,2897,8174
1931,0.399710,13.98365,2931,2989
1932,0.405993,14.14167,2928,2985
1933,0.412119,14.29069,2957,3012
1934,0.418084,14.43025,2900,2960
1935,0.423888,14.55986,2906,2965
1936,0.429527,14.67903,2915,2970
1937,0.435001,14.78706,2935,2996
1938,0.440306,14.88337,2918,2974
1939,0.445441,14.96731,2905,2964
1940,0.450403,15.03823,2916,8191
1941,0.455192,15.09548,2936,2995
1942,0.459804,15.13842,2925,2986
1943,0.464238,15.16648,2961,3018
1944,0.468492,15.17919,2910,2965
1945,0.472564,15.17595,2928,2984
1946,0.476452,15.15648,2927,2986
1947,0.480154,15.12048,2903,2962
1948,0.483667,15.06781,2937,2993
1949,0.486990,14.99845,2906,2961
1950,0.490121,14.91247,2912,8186
1951,0.493056,14.81015,2924,2982
1952,0.495794,14.69196,2907,2967
1953,0.498333,14.55863,2950,3011
1954,0.500669,14.41096,2908,2962
1955,0.502800,14.25027,2925,2982
1956,0.504724,14.07818,2918,2975
1957,0.506437,13.89674,2906,2964
1958,0.507938,13.70844,2904,2962
1959,0.509224,13.51624,2916,2975
1960,0.510291,13.32355,2914,8191
1961,0.511138,13.13408,2931,2983
1962,0.511761,12.95134,2919,2976
1963,0.512160,12.77880,2953,3012
1964,0.512331,12.61904,2910,2965
1965,0.512275,12.47345,2910,2970
1966,0.511989,12.34168,2914,2971
1967,0.511474,12.22120,2905,2965
1968,0.510730,12.10700,2915,2971
1969,0.509759,11.99164,2912,2972
1970,0.508562,11.86495,2903,8170
1971,0.507143,11.71546,2940,2999
1972,0.505505,11.53139,2921,2980
1973,0.503653,11.30290,2977,3040
1974,0.501591,11.02476,2916,2973
1975,0.499324,10.69835,2910,2967
1976,0.496857,10.33203,2898,2959
1977,0.494194,9.93917,2904,2960
1978,0.491340,9.53467,2914,2974
1979,0.488299,9.13094,2924,2984
1980,0.485073,8.73663,2932,8198
1981,0.481666,8.35595,2924,2983
1982,0.478079,7.98974,2931,2989
1983,0.474313,7.63690,2964,3022
1984,0.470371,7.29547,2903,2964
1985,0.466254,6.96343,2933,2991
1986,0.461962,6.63917,2914,2977
1987,0.457496,6.32106,2915,2978
1988,0.452859,6.00838,2924,2982
1989,0.448049,5.70060,2912,2968
1990,0.443070,5.39748,2912,8184
1991,0.437921,5.09896,2928,2985
1992,0.432604,4.80516,2935,2994
1993,0.427119,4.51624,2960,3024
1994,0.421469,4.23258,2913,2973
1995,0.415655,3.95406,2919,2976
1996,0.409678,3.68106,2912,2969
1997,0.403540,3.41376,2916,2974
1998,0.397242,3.15226,2913,2974
1999,0.390786,2.89663,2914,2976
2000,0.384175,2.64688,2924,8192
2001,0.377410,2.40300,2940,3000
2002,0.370494,2.16494,2926,2987
2003,0.363429,1.93279,2990,3047
2004,0.356216,1.70615,2923,2983
2005,0.348860,1.48515,2921,2982
2006,0.341362,1.26977,2912,2970
2007,0.333726,1.05997,2927,2980
2008,0.325954,0.85578,2932,2990
2009,0.318049,0.65721,2914,2976
2010,0.310014,0.46430,2905,8170
2011,0.301852,0.27723,2944,3001
2012,0.293568,0.09573,2937,2994
2013,0.285163,-0.08000,2961,3023
2014,0.276642,-0.24995,2933,2995
2015,0.268008,-0.41417,2920,2980
2016,0.259264,-0.57276,2912,2969
2017,0.250414,-0.72588,2913,2974
2018,0.241463,-0.87378,2926,2979
2019,0.232413,-1.01664,2916,2977
2020,0.223269,-1.15517,2921,8193
2021,0.214035,-1.28974,2952,3016
2022,0.204715,-1.42093,2913,2971
2023,0.195313,-1.54947,2972,3032
2024,0.185833,-1.67616,2924,2983
2025,0.176279,-1.80183,2930,2991
2026,0.166656,-1.92741,2910,2970
2027,0.156969,-2.05378,2927,2985
2028,0.147221,-2.18168,2912,2970
2029,0.137418,-2.31218,2912,2971
2030,0.127564,-2.44579,2914,8180
2031,0.117662,-2.58304,2946,3003
2032,0.107719,-2.72427,2928,2987
2033,0.097738,-2.86969,2958,3018
2034,0.087723,-3.01927,2921,2980
2035,0.077680,-3.17290,2903,2960
2036,0.067611,-3.33018,2923,2982
2037,0.057522,-3.49099,2906,2962
2038,0.047416,-3.65478,2913,2974
2039,0.037297,-3.82108,2913,2971
2040,0.027169,-3.98944,2911,8178
2041,0.017036,-4.15943,2938,2996
2042,0.006901,-4.33067,2929,2987
2043,-0.003232,-4.50287,2992,3048
2044,-0.013359,-4.67566,2913,2972
2045,-0.023478,-4.84911,2902,2961
2046,-0.033585,-5.02301,2907,2967
2047,-0.043677,-5.19731,2909,2964
2048,-0.053750,-5.37208,2914,2972
2049,-0.063801,-5.54742,2920,2974
2050,-0.073826,-5.72352,2919,8183
2051,-0.083823,-5.90062,2923,2979
2052,-0.093787,-6.07902,2940,3000
2053,-0.103716,-6.25901,2968,3027
2054,-0.113605,-6.44116,2916,2976
2055,-0.123451,-6.62583,2920,2981
2056,-0.133251,-6.81350,2912,2966
2057,-0.143000,-7.00473,2917,2977
2058,-0.152694,-7.20008,2925,2984
2059,-0.162331,-7.40010,2924,2986
2060,-0.171904,-7.60532,2933,8191
2061,-0.181411,-7.81619,2946,3005
2062,-0.190847,-8.03321,2928,2986
2063,-0.200208,-8.25656,2966,3025
2064,-0.209490,-8.48634,2919,2978
2065,-0.218688,-8.72240,2925,2982
2066,-0.227800,-8.96442,2922,2978
2067,-0.236819,-9.21178,2931,2992
2068,-0.245744,-9.46369,2921,2975
2069,-0.254569,-9.71911,2906,2961
2070,-0.263291,-9.97697,2917,8177
2071,-0.271907,-10.23603,2947,3008
2072,-0.280412,-10.49503,2925,2984
2073,-0.288805,-10.75281,2993,3053
2074,-0.297081,-11.00825,2934,2991
2075,-0.305239,-11.26038,2920,2977
2076,-0.313274,-11.50840,2925,2984
2077,-0.321184,-11.75161,2907,2965
2078,-0.328967,-11.98950,2921,2979
2079,-0.336620,-12.22163,2918,2976
2080,-0.344141,-12.44774,2926,8186
2081,-0.351527,-12.66755,2935,2994
2082,-0.358777,-12.88086,2946,3003
2083,-0.365887,-13.08754,2955,3015
2084,-0.372857,-13.28743,2918,2970
2085,-0.379683,-13.48033,2924,2984
2086,-0.386364,-13.66608,2915,2976
2087,-0.392898,-13.84435,2919,2979
2088,-0.399282,-14.01491,2919,2974
2089,-0.405516,-14.17739,2920,2976
